,이름,X,Y,대분류,탄소배출량
4326,쌈도리,129.0044203,35.0878895,밥류,0.414
4327,생스카페,129.0091673,35.0940067,커피,0.18
4328,모도리집밥,129.0053716,35.0894501,밥류,0.414
4329,감천682,128.9960767,35.0907527,커피,0.18
4330,굽네치킨,129.0000679,35.0897914,닭고기류,0.3
4331,요달의찜닭&내가닭도리탕이다,129.0063947,35.0861425,닭고기류,0.3
4332,삼정숯불장어구이,128.9983844,35.090238,생선류,5.933
4333,한입식빵,128.9952554,35.091751,밥류,0.414
4334,멕시카나치킨,129.0096515,35.0941379,닭고기류,0.3
4335,장터돼지국밥,128.9967622,35.0912068,돼지고기류,1.6
4336,치킨신드롬,128.9941649,35.0922647,닭고기류,0.3
4337,무성식당,129.0057788,35.0842096,돼지고기류,1.6
4338,프롬초이,129.0077186,35.0974891,커피,0.18
4339,차이나칼짜장,129.0051175,35.0884066,면류,1.3
4340,꾸바꾸바,128.9960481,35.0938087,닭고기류,0.3
4341,남도밥상,129.0063417,35.0845024,밥류,0.414
4342,한솥도시락,128.9975226,35.0906146,닭고기류,0.3
4343,롯데리아,128.9959552,35.091583,패스트푸드류,2.6
4344,감천동카페,129.0088978,35.0961633,커피,0.18
4345,쌈도리,129.0044203,35.0878895,밥류,0.414
4346,생스카페,129.0091673,35.0940067,커피,0.18
4347,모도리집밥,129.0053716,35.0894501,밥류,0.414
4348,신촌돌솥설렁탕,128.9945447,35.0919281,국/탕/찌개류,2.736
4349,대복식당,128.9902433,35.0772253,국/탕/찌개류,2.736
4350,경성한우국밥,128.987044,35.0828942,소고기류,7.833
4351,미식당,128.9852805,35.0830528,소고기류,7.833
4352,브래드남,128.9859849,35.082362,밥류,0.414
4353,밥상식당,128.9974713,35.0539549,밥류,0.414
4354,대패생각,128.9863401,35.0827197,돼지고기류,1.6
4355,봉선생갈비신화,128.9860863,35.0853178,밥류,0.414
4356,만나해물칼국수,128.9867458,35.0854476,생선류,5.933
4357,카페 노라,128.9902429,35.0762789,커피,0.18
4358,쉼,128.9901388,35.075829,커피,0.18
4359,모아포차,128.9859737,35.0859857,돼지고기류,1.6
4360,원더김밥,128.9855942,35.0826987,패스트푸드류,2.6
4361,메이찬,128.9901948,35.0759277,면류,1.3
4362,집밥식당,128.9908855,35.0768325,밥류,0.414
4363,구평뚝배기,128.9915304,35.0757545,국/탕/찌개류,2.736
4364,아수라떡볶이,128.9863401,35.0827197,패스트푸드류,2.6
4365,부산갈매기식당,128.9907261,35.076338,국/탕/찌개류,2.736
4366,멕시카나치킨,128.985661,35.0827793,닭고기류,0.3
4367,만나해물칼국수,128.9867458,35.0854476,생선류,5.933
4368,카페 노라,128.9902429,35.0762789,커피,0.18
4369,날마다정식,128.9859849,35.082362,밥류,0.414
4370,우품소갈비살,128.9849682,35.0817032,소고기류,7.833
4371,하삼동커피,128.985661,35.0827793,커피,0.18
4372,뱅가,128.9689579,35.0464158,커피,0.18
4373,가온밀면,128.9827199,35.061557,면류,1.3
4374,브뤼트피자,128.9703645,35.048568,패스트푸드류,2.6
4375,할매집,128.9693498,35.0452589,주류,0.32
4376,코지하우스,128.9637935,35.049062,소고기류,7.833
4377,다대포버들집바지락해물칼국수,128.9684047,35.046907,생선류,5.933
4378,행복을 짓는 수향촌밥상,128.9702595,35.0535987,국/탕/찌개류,2.736
4379,사하단팥빵,128.9703004,35.0542744,밥류,0.414
4380,샤브연리지,128.9814285,35.0608283,국/탕/찌개류,2.736
4381,커맨드커피 ,128.9837057,35.0614859,커피,0.18
4382,이지요661,128.969005,35.0476143,커피,0.18
4383,4대조선막걸리,128.9812542,35.0600004,주류,0.32
4384,낙지발이몇개고,128.9655959,35.0485339,밥류,0.414
4385,거북이동네,128.9814285,35.0608283,돼지고기류,1.6
4386,덕이네손수제비,128.9653775,35.0485987,생선류,5.933
4387,동명돼지국밥,128.971097,35.0539706,돼지고기류,1.6
4388,영도산더미불고기,128.9816355,35.059799,소고기류,7.833
4389,스타벅스,128.9635751,35.0491269,커피,0.18
4390,도담갈비선생,128.9635751,35.0491269,돼지고기류,1.6
4391,버드나무횟집,128.9691518,35.0470543,생선류,5.933
4392,수백당,128.9660655,35.0483859,국/탕/찌개류,2.736
4393,까치생숯불구이,128.9709512,35.0546117,돼지고기류,1.6
4394,618Kitchen,128.9732188,35.061877,돼지고기류,1.6
4395,450하이볼,128.9798555,35.0603813,주류,0.32
4396,강고집,128.9820357,35.0602645,생선류,5.933
4397,두꺼비오뎅,128.9800162,35.0600735,밥류,0.414
4398,서끝,128.9653775,35.0485987,면류,1.3
4399,굽네치킨,128.9808981,35.0623109,닭고기류,0.3
4400,백두산,128.9683514,35.0470336,면류,1.3
4401,동네커피,128.9846681,35.0612888,커피,0.18
4402,룩업,128.9821705,35.0605338,커피,0.18
4403,리에또,128.9615376,35.0529831,면류,1.3
4404,능이고을,128.9661559,35.0486196,국/탕/찌개류,2.736
4405,다대드라,128.9691066,35.0469375,커피,0.18
4406,달테이블,128.9842695,35.0618779,면류,1.3
4407,진갑산,128.9689749,35.046001,돼지고기류,1.6
4408,명가돌솥쌈밥,128.9814703,35.0597372,밥류,0.414
4409,양평칼국수,128.9668557,35.0484698,면류,1.3
4410,히든프레임,128.9803849,35.059728,커피,0.18
4411,골목살,128.9685748,35.0585248,돼지고기류,1.6
4412,투썸플레이스,128.9824497,35.0600538,커피,0.18
4413,석이네식당,128.9733723,35.0572605,생선류,5.933
4414,몰튼커피,128.9814434,35.0602422,커피,0.18
4415,보리에 브레드 팩토리,128.9814285,35.0608283,커피,0.18
4416,베이커스 마마,128.9695877,35.0588953,밥류,0.414
4417,본동아구찜,128.9709587,35.0561711,생선류,5.933
4418,낫개 코끼리찻집,128.9820357,35.0602645,커피,0.18
4419,포항집,128.9686619,35.0464092,생선류,5.933
4420,하삼동커피 ,128.9809151,35.0600662,커피,0.18
4421,신깡통뒷고기,128.9697198,35.0543061,돼지고기류,1.6
4422,마장동고기집,128.9646815,35.049073,소고기류,7.833
4423,리베르떼,128.9689228,35.0462268,커피,0.18
4424,대패생각 ,128.9820053,35.0604721,돼지고기류,1.6
4425,소풍경,128.9828924,35.0649719,생선류,5.933
4426,씨파크횟집,128.971977,35.0551534,생선류,5.933
4427,다대일번지김밥,128.971414,35.0557438,밥류,0.414
4428,영배다방,128.9710377,35.0582167,커피,0.18
4429,호맥,128.9666557,35.048237,주류,0.32
4430,멈무아,128.9837057,35.0614859,커피,0.18
4431,명동김밥칼국수,128.9694598,35.0499273,국/탕/찌개류,2.736
4432,옥천숯불구이,128.9678114,35.057936,돼지고기류,1.6
4433,카페 다대포여기,128.9730981,35.0572447,커피,0.18
4434,다대포원조해물칼국수,128.9683104,35.0472773,생선류,5.933
4435,큐리키즈카페,128.9763268,35.0614103,커피,0.18
4436,씨에씨에 마라탕,128.9794642,35.0606639,국/탕/찌개류,2.736
4437,미소바지락손칼국수,128.9708889,35.0586145,면류,1.3
4438,소요리,128.9667787,35.0493808,주류,0.32
4439,팡카츠,128.9646815,35.049073,돼지고기류,1.6
4440,이창명의짜장면시키신분,128.9648561,35.0490085,면류,1.3
4441,컴포즈커피,128.9615376,35.0529831,커피,0.18
4442,더벤티,128.9645581,35.0488306,커피,0.18
4443,소나무회,128.9814285,35.0608283,생선류,5.933
4444,이모네분식,128.9808981,35.0623109,패스트푸드류,2.6
4445,샤브향,128.9631273,35.0492656,국/탕/찌개류,2.736
4446,플라워카페 그런날,128.9629744,35.0493119,커피,0.18
4447,도야족발,128.9683555,35.0548128,돼지고기류,1.6
4448,다다식당,128.9698568,35.0547647,돼지고기류,1.6
4449,페를리,128.9789469,35.0687537,커피,0.18
4450,윤가네 초장횟집,128.9728881,35.0571021,생선류,5.933
4451,통영장어무한리필,128.9800162,35.0600735,생선류,5.933
4452,블루샥,128.9649617,35.0486651,커피,0.18
4453,맥도날드,128.9715044,35.0587448,패스트푸드류,2.6
4454,북경,128.9798555,35.0603813,면류,1.3
4455,봄내멸치쌈밥,128.9812892,35.0601804,국/탕/찌개류,2.736
4456,정원오리촌,128.9706248,35.0520453,국/탕/찌개류,2.736
4457,스타벅스,128.9752026,35.0609145,커피,0.18
4458,하단 산수갑산 숯불갈비,128.9699976,35.1055759,돼지고기류,1.6
4459,봉쉐프쭈꾸미,128.9693868,35.1058692,밥류,0.414
4460,맛나감자탕,128.9761357,35.1033633,국/탕/찌개류,2.736
4461,춘하추동칼국수,128.9757334,35.103655,면류,1.3
4462,365꼬막정찬,128.9761357,35.1033633,밥류,0.414
4463,효탄,128.9711012,35.1052155,주류,0.32
4464,동대문엽기떡볶이,128.9697136,35.1066058,패스트푸드류,2.6
4465,두꺼비오뎅,128.9691545,35.1056998,주류,0.32
4466,식당3선,128.9721353,35.1045492,돼지고기류,1.6
4467,오공떵번,128.9737828,35.1056537,면류,1.3
4468,하단뽈구이,128.9710055,35.1054687,생선류,5.933
4469,엑스피커피,128.9696089,35.1061018,커피,0.18
4470,컵넛,128.9692231,35.1059427,커피,0.18
4471,제석골돼지국밥,128.9756507,35.1068466,돼지고기류,1.6
4472,본죽,128.9689391,35.1060351,밥류,0.414
4473,카페 진주,128.9701648,35.1067284,커피,0.18
4474,와스에,128.9766795,35.1020519,생선류,5.933
4475,당리사계절밀면,128.9753723,35.1018911,면류,1.3
4476,티카페 소가담,128.9735741,35.1056284,커피,0.18
4477,고향한우,128.9742471,35.1022697,소고기류,7.833
4478,나누면,128.9715496,35.1051038,면류,1.3
4479,대산통보리밥,128.9699349,35.1058378,밥류,0.414
4480,방실네,128.983021,35.1031183,면류,1.3
4481,진스시,128.9729354,35.1044977,생선류,5.933
4482,숙명돈,128.9754786,35.1025303,돼지고기류,1.6
4483,홍가면옥,128.9755221,35.1071,면류,1.3
4484,하삼동커피,128.9747519,35.10506,커피,0.18
4485,파스쿠찌,128.9690355,35.105845,커피,0.18
4486,쟌쟌,128.9710814,35.105396,돼지고기류,1.6
4487,핸즈커피,128.9741649,35.1036586,커피,0.18
4488,명품포항물회,128.9696089,35.1061018,생선류,5.933
4489,싸다아구찜&탕,128.9730238,35.1017838,생선류,5.933
4490,영커피,128.974449,35.1035661,커피,0.18
4491,부뚜막,128.9702313,35.1058625,돼지고기류,1.6
4492,블루샥,128.9732685,35.1039181,커피,0.18
4493,통영도매회센터,128.9780838,35.1020856,생선류,5.933
4494,깡통갈비,128.9729223,35.1061654,소고기류,7.833
4495,개성옹기곰탕,128.9709441,35.1049193,국/탕/찌개류,2.736
4496,오렌지카이트 샌드위치스토어,128.9765869,35.0998081,패스트푸드류,2.6
4497,신라삼계탕,128.9704443,35.1053199,국/탕/찌개류,2.736
4498,브라운박스커피,128.9733003,35.1047472,커피,0.18
4499,산엔청,128.970338,35.1056092,돼지고기류,1.6
4500,댄싱컵,128.9698461,35.1066768,커피,0.18
4501,류엔,128.9691545,35.1056998,주류,0.32
4502,시골통돼지볶음&수제돈까스,128.9747457,35.1036178,돼지고기류,1.6
4503,원정집 ,128.9695385,35.1057148,소고기류,7.833
4504,하단만족,128.9703585,35.1064113,돼지고기류,1.6
4505,쌈마이 닭쌈밥,128.9729354,35.1044977,닭고기류,0.3
4506,그집짬뽕0927,128.9741162,35.1041727,면류,1.3
4507,사랑해베이글,128.9741785,35.1029554,패스트푸드류,2.6
4508,양정명동찌개마을,128.9759309,35.1018235,국/탕/찌개류,2.736
4509,우마이찬,128.9748895,35.101877,주류,0.32
4510,빠뜨,128.9705165,35.1067886,면류,1.3
4511,사랑방메기탕,128.9710442,35.1050357,국/탕/찌개류,2.736
4512,봉추찜닭,128.9704205,35.1060863,닭고기류,0.3
4513,포항물회,128.9755425,35.1023675,생선류,5.933
4514,할매복집,128.9761096,35.1011731,국/탕/찌개류,2.736
4515,화이트콩,128.978486,35.1017759,커피,0.18
4516,봉평산골메밀촌,128.971759,35.1051922,면류,1.3
4517,야바이,128.9709891,35.106866,면류,1.3
4518,고집센그집갈비탕,128.9738634,35.1022908,국/탕/찌개류,2.736
4519,커피팜,128.9770269,35.1017516,커피,0.18
4520,명품포항물회,128.9691923,35.1061142,생선류,5.933
4521,톤보,128.9757894,35.1037537,소고기류,7.833
4522,양자강,128.9736761,35.1022202,면류,1.3
4523,꾸바꾸바,128.9745336,35.1051429,닭고기류,0.3
4524,목화관,128.9744414,35.1056935,면류,1.3
4525,황궁쟁반짜장,128.9792963,35.1016702,면류,1.3
4526,함양옻닭,128.9724045,35.1059713,닭고기류,0.3
4527,민들레밥집,128.9696089,35.1061018,국/탕/찌개류,2.736
4528,당리술집,128.976231,35.1021546,주류,0.32
4529,명지돌섬횟집,128.9757396,35.1023389,생선류,5.933
4530,2900 대패짱,128.9761705,35.1016774,돼지고기류,1.6
4531,교동닭칼국수,128.976837,35.1014647,닭고기류,0.3
4532,육미제당,128.9772884,35.1025247,밥류,0.414
4533,바른김치찜,128.9757517,35.1051962,돼지고기류,1.6
4534,백호닭도리&제육,128.9758417,35.1053848,밥류,0.414
4535,린,128.9703354,35.1053839,소고기류,7.833
4536,미해아구찜,128.9735105,35.1058182,생선류,5.933
4537,웰빙한방족발,128.9749371,35.1049504,돼지고기류,1.6
4538,국제통닭,128.9732739,35.1016015,닭고기류,0.3
4539,굽네치킨,128.9765907,35.1019624,닭고기류,0.3
4540,정가옥,128.9768571,35.1013113,국/탕/찌개류,2.736
4541,영진돼지국밥,128.9578601,35.0966313,돼지고기류,1.6
4542,밀양순대돼지국밥,128.9599961,35.0973355,돼지고기류,1.6
4543,이티135,128.9780662,35.0941804,커피,0.18
4544,정짓간 돼지국밥,128.9624876,35.0956212,돼지고기류,1.6
4545,아임퐝,128.9575548,35.0977244,밥류,0.414
4546,왕밀면냉면전문,128.9743048,35.090524,돼지고기류,1.6
4547,송부장연탄갈비,128.9597244,35.097545,돼지고기류,1.6
4548,한우목장,128.9592729,35.0973954,소고기류,7.833
4549,남해횟집,128.9581361,35.0967824,생선류,5.933
4550,삼굽살,128.9574149,35.0988883,돼지고기류,1.6
4551,텐퍼센트커피,128.9583676,35.0987636,커피,0.18
4552,우기,128.9589829,35.0979205,주류,0.32
4553,신평장림 가야밀면,128.977983,35.0899715,패스트푸드류,2.6
4554,그랑비,128.9713698,35.0927199,커피,0.18
4555,황제맛짬뽕,128.959032,35.0983618,면류,1.3
4556,신선목간구이,128.9710867,35.0928934,소고기류,7.833
4557,소문난할매아구찜,128.9741687,35.0929138,생선류,5.933
4558,삼박연탄갈비,128.9600692,35.0979569,돼지고기류,1.6
4559,장뚝,128.959933,35.0966329,돼지고기류,1.6
4560,진미영양돌솥밥,128.9592636,35.0984681,돼지고기류,1.6
4561,그집그닭,128.9598062,35.0970396,닭고기류,0.3
4562,돼지불백김치찌개,128.957897,35.0969736,돼지고기류,1.6
4563,춘천닭갈비 신평점,128.9585191,35.0976447,닭고기류,0.3
4564,동화루,128.9757372,35.0929282,면류,1.3
4565,롯데리아,128.9619025,35.0971672,패스트푸드류,2.6
4566,아비앙또,128.9776361,35.0783552,밥류,0.414
4567,투썸플레이스,128.9735478,35.0821921,커피,0.18
4568,하이뽕,128.9739314,35.08218,면류,1.3
4569,히스피커피,128.9649993,35.080737,커피,0.18
4570,월드양념통닭,128.9678725,35.0807592,닭고기류,0.3
4571,대가면옥,128.9659281,35.0823251,패스트푸드류,2.6
4572,교동닭칼국수,128.9767911,35.0727823,닭고기류,0.3
4573,장림연탄갈비,128.9691088,35.0805239,돼지고기류,1.6
4574,이대손칼국수,128.9726891,35.0763668,면류,1.3
4575,백초밥,128.9703039,35.0805054,생선류,5.933
4576,어부홍씨횟집,128.965086,35.0815836,생선류,5.933
4577,이디야,128.9780071,35.0837156,커피,0.18
4578,길짜장,128.9675635,35.0824473,면류,1.3
4579,당감제일냉면,128.9668615,35.0824348,면류,1.3
4580,옛날칼국수&기계식밀면,128.9768467,35.0802095,면류,1.3
4581,삼부자,128.9750566,35.0689202,돼지고기류,1.6
4582,컴포즈커피,128.9769202,35.0744128,커피,0.18
4583,문현생고기,128.9774952,35.0766617,돼지고기류,1.6
4584,파리바게뜨,128.9675074,35.0814111,밥류,0.414
4585,더벤티,128.9776169,35.0776703,커피,0.18
4586,유가네닭갈비,128.9682042,35.0809909,닭고기류,0.3
4587,오이공,128.9728162,35.0732199,커피,0.18
4588,지훈이네,128.9779176,35.0844915,밥류,0.414
4589,하가람,128.9783334,35.0834966,소고기류,7.833
4590,토담돼지국밥,128.9729448,35.080358,돼지고기류,1.6
4591,어랑어랑 횟집,128.971097,35.0808145,생선류,5.933
4592,짬뽕타임,128.9715718,35.0847859,면류,1.3
4593,대부가든,128.9653048,35.0815368,밥류,0.414
4594,인쌩맥주,128.9739216,35.0804313,주류,0.32
4595,김천통닭,128.9678725,35.0807592,닭고기류,0.3
4596,화화,128.9731928,35.0809239,돼지고기류,1.6
4597,가야밀면,128.9651691,35.0821238,면류,1.3
4598,통영장어숯불구이,128.977632,35.0770933,생선류,5.933
4599,어오케이커피,128.9771057,35.0816947,커피,0.18
4600,원조밀양돼지국밥,128.966454,35.0822848,돼지고기류,1.6
4601,롯데리아,128.9686913,35.0804552,패스트푸드류,2.6
4602,OK도매횟집,128.9697486,35.0808433,생선류,5.933
4603,컴포즈커피,128.9768467,35.0802095,커피,0.18
4604,행복한칼짜장,128.9786005,35.077392,면류,1.3
4605,맛있는 고기에 솜씨를 더하다,128.9645283,35.0817143,돼지고기류,1.6
4606,바우네감자탕,128.9705005,35.0795213,국/탕/찌개류,2.736
4607,커피열매,128.9516047,35.0793105,커피,0.18
4608,목촌돼지국밥,128.9769167,35.0778022,국/탕/찌개류,2.736
4609,홍콩반점0410,128.9763389,35.0808445,면류,1.3
4610,족발의장인 족장,128.9692069,35.082326,돼지고기류,1.6
4611,맘스터치,128.9770517,35.0808478,패스트푸드류,2.6
4612,밀양돼지국밥,128.9742164,35.0821687,돼지고기류,1.6
4613,오성횟집,128.9685564,35.0810962,생선류,5.933
4614,족발쌀롱,128.978925,35.0770198,돼지고기류,1.6
4615,말자,128.9767217,35.0807603,주류,0.32
4616,피자에땅,128.971097,35.0808145,패스트푸드류,2.6
4617,통뼈감자탕,128.9723609,35.0810568,국/탕/찌개류,2.736
4618,본죽 부산장림동점,128.9775761,35.077923,밥류,0.414
4619,용문각,128.9774952,35.0766617,국/탕/찌개류,2.736
4620,도미노피자,128.976042,35.0734103,패스트푸드류,2.6
4621,얼쑤대박터지는집,128.9706368,35.0808452,돼지고기류,1.6
4622,족과의동침,128.9689611,35.0819403,돼지고기류,1.6
4623,우돼끼리,128.9655015,35.0824096,소고기류,7.833
4624,갯마을,128.964272,35.0804363,국/탕/찌개류,2.736
4625,부산왕족발,128.9774952,35.0766617,돼지고기류,1.6
4626,신라해장국,128.9659006,35.0818476,국/탕/찌개류,2.736
4627,미쳐버린파닭,128.9701731,35.0796501,닭고기류,0.3
4628,원초김밥,128.9775761,35.077923,패스트푸드류,2.6
4629,세린푸드,128.9780928,35.0798749,밥류,0.414
4630,연숙식당,128.9786909,35.0776166,국/탕/찌개류,2.736
