업체명,경도,위도,숙박유형,숙박점수
발리모텔,128.966566,35.10795917,펜션/민박/유스호스텔,8.51
E 팰리스 호텔,128.965702,35.10879272,호텔/리조트,28.03
모텔츄츄,128.9662697,35.10782814,펜션/민박/유스호스텔,8.51
브라운도트호텔,128.9658337,35.1083359,호텔/리조트,28.03
발렌타인 모텔,128.9661254,35.10860087,펜션/민박/유스호스텔,8.51
호텔메르시엘,128.9659842,35.10953107,호텔/리조트,28.03
공원장여관,128.9663162,35.10993901,펜션/민박/유스호스텔,8.51
세방장여관,128.9690265,35.1048597,펜션/민박/유스호스텔,8.51
대하장모텔,128.9669856,35.10496836,펜션/민박/유스호스텔,8.51
돔보여관,128.968559,35.1070161,펜션/민박/유스호스텔,8.51
라스베가스관광호텔,128.966534,35.10741051,호텔/리조트,28.03
그린힐호텔,128.9668249,35.10774326,호텔/리조트,28.03
로얄모텔,128.9603937,35.10378396,펜션/민박/유스호스텔,8.51
동진장여관,128.9692695,35.08144479,펜션/민박/유스호스텔,8.51
모텔와이티티,128.9647145,35.10725332,펜션/민박/유스호스텔,8.51
머물다호텔,128.9656181,35.10824527,호텔/리조트,28.03
넘버25호텔,128.9651507,35.10822036,호텔/리조트,28.03
YTT모텔,128.9647158,35.107257,펜션/민박/유스호스텔,8.51
와우호텔,128.9644718,35.10775891,호텔/리조트,28.03
퀸모텔,128.9643859,35.10717344,펜션/민박/유스호스텔,8.51
퍼블릭모텔,128.9647965,35.10758144,펜션/민박/유스호스텔,8.51
칠백장모텔,128.9631384,35.10357613,펜션/민박/유스호스텔,8.51
동성여인숙,129.024269,35.08610189,펜션/민박/유스호스텔,8.51
칠성여인숙,129.0242615,35.08496946,펜션/민박/유스호스텔,8.51
부산비치관광호텔,129.0262775,35.08497673,호텔/리조트,28.03
대흥장,129.0239181,35.08753447,펜션/민박/유스호스텔,8.51
대명장여관,129.0238908,35.08807173,펜션/민박/유스호스텔,8.51
대흥장,129.0239198,35.08753066,펜션/민박/유스호스텔,8.51
삼화여인숙,129.0244826,35.08533526,펜션/민박/유스호스텔,8.51
대명장여관,129.0238418,35.0881067,펜션/민박/유스호스텔,8.51
제일장,129.0236092,35.09171539,펜션/민박/유스호스텔,8.51
부산탕,129.0234975,35.09207816,펜션/민박/유스호스텔,8.51
충무여관,129.0229695,35.09202817,펜션/민박/유스호스텔,8.51
동미여인숙,129.0235253,35.09249553,펜션/민박/유스호스텔,8.51
금호장,129.0210154,35.10402939,펜션/민박/유스호스텔,8.51
라까사델솔 게스트하우스,129.0167659,35.1079872,펜션/민박/유스호스텔,8.51
부산 코인 독채하우스,129.0157081,35.10949883,펜션/민박/유스호스텔,8.51
구덕장모텔,129.0151553,35.11468844,펜션/민박/유스호스텔,8.51
구덕야영장,129.0096934,35.12554995,캠핑/카라반/글램핑,7.98
구덕야영장구덕수련원,129.0107942,35.1252737,펜션/민박/유스호스텔,8.51
남경여관,129.0184527,35.10173309,펜션/민박/유스호스텔,8.51
투헤븐호텔,129.0223655,35.0782926,호텔/리조트,28.03
99.9호텔,129.0220522,35.07943772,호텔/리조트,28.03
마리나호텔,129.0214864,35.07750957,호텔/리조트,28.03
모아모텔,129.0174843,35.07696014,펜션/민박/유스호스텔,8.51
페어필드바이메리어트,129.0192239,35.07768112,호텔/리조트,28.03
베스트웨스턴플러스 부산송도호텔,129.0178244,35.07720798,호텔/리조트,28.03
호텔아비숑,129.0223909,35.07819076,호텔/리조트,28.03
송도아바모텔 암남점,129.0227198,35.07759164,펜션/민박/유스호스텔,8.51
큐파이브호텔,129.0218905,35.0772323,호텔/리조트,28.03
송도오토캠핑장,129.0175354,35.07277651,캠핑/카라반/글램핑,7.98
코자자호텔,129.0225877,35.07771277,호텔/리조트,28.03
AVA모텔,129.0227267,35.07760553,펜션/민박/유스호스텔,8.51
큐파이브호텔,129.0219051,35.07723239,호텔/리조트,28.03
브이모텔,129.0221079,35.07922027,펜션/민박/유스호스텔,8.51
송도모텔,129.0197561,35.0780378,펜션/민박/유스호스텔,8.51
에이스모텔,129.0208109,35.07817127,펜션/민박/유스호스텔,8.51
금화장모텔,129.0211486,35.07862714,펜션/민박/유스호스텔,8.51
옐로하우스,129.0205582,35.07810781,펜션/민박/유스호스텔,8.51
M모텔,129.0205566,35.07847011,펜션/민박/유스호스텔,8.51
피닉스모텔,129.0204656,35.0783754,펜션/민박/유스호스텔,8.51
로얄장,129.0214716,35.0777064,펜션/민박/유스호스텔,8.51
호성장여관,129.0217047,35.07776479,펜션/민박/유스호스텔,8.51
남산장여관,129.0215964,35.07757076,펜션/민박/유스호스텔,8.51
로얄장,129.0214822,35.07772106,펜션/민박/유스호스텔,8.51
씨송도게스트하우스,129.018595,35.070268,펜션/민박/유스호스텔,8.51
2월호텔 송도점,129.0136846,35.0653058,호텔/리조트,28.03
파인힐모텔,129.0135993,35.0654605,펜션/민박/유스호스텔,8.51
아리아호텔,129.0137584,35.06512798,호텔/리조트,28.03
송도비치호텔,129.0156895,35.07478579,호텔/리조트,28.03
SKY모텔,129.012897,35.06621978,펜션/민박/유스호스텔,8.51
호텔쿼츠,129.0136764,35.06480252,호텔/리조트,28.03
맥스모텔,129.0134409,35.06567824,펜션/민박/유스호스텔,8.51
아이비하우스,129.0157722,35.0720943,펜션/민박/유스호스텔,8.51
귀빈장,129.0176733,35.07846692,펜션/민박/유스호스텔,8.51
와우모텔,129.0165508,35.07706541,펜션/민박/유스호스텔,8.51
부산게스트하우스 숨 송도점,129.0195326,35.07817314,펜션/민박/유스호스텔,8.51
유엔송도호텔,129.0161449,35.07736694,호텔/리조트,28.03
브라운도트호텔 송도해수욕장점,129.0170325,35.07677393,호텔/리조트,28.03
EL호텔,129.0170002,35.07720063,호텔/리조트,28.03
호텔얌,129.0168941,35.07745152,호텔/리조트,28.03
봄모텔,129.0166438,35.07723574,펜션/민박/유스호스텔,8.51
베네치아모텔,129.0169446,35.07732827,펜션/민박/유스호스텔,8.51
다모아모텔,129.017326,35.07735496,펜션/민박/유스호스텔,8.51
여행공장,129.0215448,35.0784202,펜션/민박/유스호스텔,8.51
퀸모텔,129.0217246,35.0789453,펜션/민박/유스호스텔,8.51
수모텔,129.0215402,35.0788955,펜션/민박/유스호스텔,8.51
송해장,129.0212943,35.0792101,펜션/민박/유스호스텔,8.51
퀸모텔,129.0217246,35.07894531,펜션/민박/유스호스텔,8.51
천마에코하우스,129.01741,35.09608838,펜션/민박/유스호스텔,8.51
더샵호텔,129.0255186,35.09666499,호텔/리조트,28.03
더샵호텔,129.0255104,35.09669791,호텔/리조트,28.03
깐느모텔,129.0250093,35.09723716,펜션/민박/유스호스텔,8.51
씨네모텔,129.0248457,35.09716889,펜션/민박/유스호스텔,8.51
버튼호텔,129.0246724,35.09731209,호텔/리조트,28.03
시티모텔,129.0246573,35.09752614,펜션/민박/유스호스텔,8.51
부산여인숙,129.0249717,35.09604596,펜션/민박/유스호스텔,8.51
신광여인숙,129.0249337,35.0959158,펜션/민박/유스호스텔,8.51
동원여인숙,129.0250637,35.09597953,펜션/민박/유스호스텔,8.51
성화여인숙,129.0250597,35.09590736,펜션/민박/유스호스텔,8.51
초원여인숙,129.024519,35.09411777,펜션/민박/유스호스텔,8.51
미진여인숙,129.0250014,35.09572326,펜션/민박/유스호스텔,8.51
남선여인숙,129.0246748,35.09482584,펜션/민박/유스호스텔,8.51
재건여인숙,129.0250611,35.09660159,펜션/민박/유스호스텔,8.51
동림여인숙,129.0251989,35.09646741,펜션/민박/유스호스텔,8.51
우정여인숙,129.0250452,35.09654751,펜션/민박/유스호스텔,8.51
M모텔,129.0256072,35.09651042,펜션/민박/유스호스텔,8.51
동림여인숙,129.025196,35.09645572,펜션/민박/유스호스텔,8.51
우정여인숙,129.0250452,35.09654757,펜션/민박/유스호스텔,8.51
재건여인숙,129.0250558,35.09658588,펜션/민박/유스호스텔,8.51
대흥장,129.0251244,35.0961269,펜션/민박/유스호스텔,8.51
칠성여인숙,129.0244536,35.09479932,펜션/민박/유스호스텔,8.51
동국여인숙,129.0238212,35.0950443,펜션/민박/유스호스텔,8.51
해성장여관,129.0247038,35.0949571,펜션/민박/유스호스텔,8.51
해성장여관,129.0247038,35.0949571,펜션/민박/유스호스텔,8.51
바다모텔,129.0248929,35.09491019,펜션/민박/유스호스텔,8.51
자갈치9월모텔,129.0251738,35.09516407,펜션/민박/유스호스텔,8.51
수정장여인숙,129.0246262,35.09575061,펜션/민박/유스호스텔,8.51
삼성장여관,129.0234746,35.09593766,펜션/민박/유스호스텔,8.51
동성여인숙,129.023479,35.09572401,펜션/민박/유스호스텔,8.51
원모텔,129.0234997,35.09601596,펜션/민박/유스호스텔,8.51
금강모텔,129.0233582,35.09540861,펜션/민박/유스호스텔,8.51
온모텔,129.0229297,35.09600906,펜션/민박/유스호스텔,8.51
우리모텔,129.0227144,35.09498969,펜션/민박/유스호스텔,8.51
동성여인숙,129.024269,35.08610192,펜션/민박/유스호스텔,8.51
천수장,129.0230852,35.09514779,펜션/민박/유스호스텔,8.51
천수장,129.0230852,35.09514777,펜션/민박/유스호스텔,8.51
브라운도트 호텔 남포충무점,129.0228798,35.09345008,호텔/리조트,28.03
녹원장,129.0212346,35.09401567,펜션/민박/유스호스텔,8.51
부산장모텔,129.0232854,35.09349096,펜션/민박/유스호스텔,8.51
주영레지던스,129.02313,35.09699463,호텔/리조트,28.03
초원파크 모텔,129.0216638,35.09640941,펜션/민박/유스호스텔,8.51
스테이모텔,129.0213782,35.09653084,펜션/민박/유스호스텔,8.51
더파크 게스트하우스,129.1177715,35.1548868,펜션/민박/유스호스텔,8.51
뷰띠끄호텔,129.1170426,35.15321794,호텔/리조트,28.03
광안비치모텔,129.1144273,35.14969051,펜션/민박/유스호스텔,8.51
WOODHOUSE HOTEL,129.1195835,35.15716031,호텔/리조트,28.03
호텔 쏘타 컬렉션 더 테라스,129.1152995,35.14993746,호텔/리조트,28.03
솔게스트하우스 부산파티점,129.1187264,35.15457462,펜션/민박/유스호스텔,8.51
블루문모텔,129.1174522,35.15327396,펜션/민박/유스호스텔,8.51
브릿지모텔,129.1145398,35.14870816,펜션/민박/유스호스텔,8.51
호메르스호텔,129.1179674,35.15342504,호텔/리조트,28.03
아쿠아펠리스호텔,129.1188353,35.15406972,호텔/리조트,28.03
켄트 호텔,129.1191294,35.15422798,호텔/리조트,28.03
SEASEE게스트하우스,129.1166653,35.15156854,펜션/민박/유스호스텔,8.51
호텔1,129.1173796,35.15249612,호텔/리조트,28.03
W모텔,129.1174135,35.15267924,펜션/민박/유스호스텔,8.51
호텔센트럴베이,129.1164364,35.15147287,호텔/리조트,28.03
H7L호스텔,129.1158636,35.15059748,펜션/민박/유스호스텔,8.51
뷰먼드 풀빌라,129.1148125,35.14922574,펜션/민박/유스호스텔,8.51
호메르스 호텔,129.11798,35.15342577,호텔/리조트,28.03
제이스테이펜트하우스,129.1158614,35.15059724,펜션/민박/유스호스텔,8.51
제이스테이 게스트하우스,129.1140233,35.14875327,펜션/민박/유스호스텔,8.51
루크하우스,129.1139602,35.14871769,펜션/민박/유스호스텔,8.51
브라운도트 호텔 광안리해수욕장점,129.1147818,35.14981237,호텔/리조트,28.03
호텔미라주,129.1143045,35.14921322,호텔/리조트,28.03
누리호스텔,129.116631,35.15173146,펜션/민박/유스호스텔,8.51
프리미엄브이관광호텔,129.1154077,35.15065964,호텔/리조트,28.03
하운드호텔,129.1145507,35.14888374,호텔/리조트,28.03
투헤븐호텔,129.1145706,35.14951152,호텔/리조트,28.03
망고호텔,129.1167352,35.15189732,호텔/리조트,28.03
더뷰게스트하우스,129.115316,35.15049668,펜션/민박/유스호스텔,8.51
씨유호텔,129.1146047,35.14903052,호텔/리조트,28.03
누리호텔,129.1166075,35.15174846,호텔/리조트,28.03
selfhouse,129.1175311,35.16577447,펜션/민박/유스호스텔,8.51
에스모텔,129.116768,35.16727626,펜션/민박/유스호스텔,8.51
리버호텔,129.1165947,35.1671317,호텔/리조트,28.03
대웅모텔,129.1155103,35.16586203,펜션/민박/유스호스텔,8.51
와바모텔,129.1155211,35.16574152,펜션/민박/유스호스텔,8.51
투유모텔,129.115501,35.1656473,펜션/민박/유스호스텔,8.51
봄날 모텔,129.1159741,35.16667196,펜션/민박/유스호스텔,8.51
수영맥스모텔,129.1155356,35.1659706,펜션/민박/유스호스텔,8.51
유토피아관광호텔,129.1171132,35.16744421,호텔/리조트,28.03
에메랄드모텔,129.115572,35.16607849,펜션/민박/유스호스텔,8.51
호텔웁스,129.1156296,35.16686745,호텔/리조트,28.03
제이모텔,129.112752,35.15842967,펜션/민박/유스호스텔,8.51
웁스호텔,129.1156296,35.16686743,호텔/리조트,28.03
타임모텔,129.116912,35.16760387,펜션/민박/유스호스텔,8.51
정수장여관,129.1160336,35.1668853,펜션/민박/유스호스텔,8.51
호텔더라찌,129.1131799,35.15527099,호텔/리조트,28.03
유성모텔,129.1138991,35.15850437,펜션/민박/유스호스텔,8.51
씨티모텔,129.1129033,35.15905977,펜션/민박/유스호스텔,8.51
지게스트하우스,129.1163084,35.15998062,펜션/민박/유스호스텔,8.51
몽뜨뢰모텔,129.1156769,35.16621774,펜션/민박/유스호스텔,8.51
디스커버리부산게스트하우스,129.116424,35.16734883,펜션/민박/유스호스텔,8.51
JENNYHOUSE,129.112308,35.15630799,펜션/민박/유스호스텔,8.51
몰디브모텔,129.110645,35.14553119,펜션/민박/유스호스텔,8.51
초하루게스트하우스,129.113652,35.14663504,펜션/민박/유스호스텔,8.51
호텔마레,129.1137128,35.14857159,호텔/리조트,28.03
썬샤인모텔,129.110891,35.1464022,펜션/민박/유스호스텔,8.51
갤러리호텔,129.1105322,35.14605111,호텔/리조트,28.03
금천모텔,129.1204853,35.16065961,펜션/민박/유스호스텔,8.51
휴모텔,129.1216479,35.15887584,펜션/민박/유스호스텔,8.51
반게스트하우스,129.1186412,35.15516027,펜션/민박/유스호스텔,8.51
레이게스트하우스,129.1189844,35.15491892,펜션/민박/유스호스텔,8.51
에이모텔,129.1250166,35.15587363,펜션/민박/유스호스텔,8.51
이화맨션,129.1208439,35.15504543,펜션/민박/유스호스텔,8.51
베스트루이스해밀턴호텔,129.1240009,35.15557963,호텔/리조트,28.03
꿈모텔,129.1213638,35.15597911,펜션/민박/유스호스텔,8.51
마린뷰호텔,129.1244005,35.1541667,호텔/리조트,28.03
오션뷰호텔,129.1243889,35.15398788,호텔/리조트,28.03
브라운도트호텔,129.1246982,35.15405956,호텔/리조트,28.03
에이치에비뉴호텔,129.1245151,35.1539705,호텔/리조트,28.03
오션스테이호텔,129.1245151,35.1539705,호텔/리조트,28.03
오션 더 포인트 호텔,129.1245151,35.1539705,호텔/리조트,28.03
더베이클럽호텔,129.1245151,35.1539705,호텔/리조트,28.03
오션더포인트호텔,129.1245151,35.1539705,호텔/리조트,28.03
호텔디옴므,129.1245126,35.15396161,호텔/리조트,28.03
와바모텔,129.1254924,35.15674252,펜션/민박/유스호스텔,8.51
넘버25호텔 광안점,129.124822,35.15520167,호텔/리조트,28.03
스타호텔,129.1250287,35.15577556,호텔/리조트,28.03
NO25호스텔,129.124822,35.15520167,펜션/민박/유스호스텔,8.51
넘버25호텔,129.124822,35.15520221,호텔/리조트,28.03
벡스코호스텔,129.1255592,35.15403097,펜션/민박/유스호스텔,8.51
수변모텔,129.1254051,35.15522991,펜션/민박/유스호스텔,8.51
호텔더그랑,129.1252446,35.15585579,호텔/리조트,28.03
와이모텔,129.1255746,35.1557914,펜션/민박/유스호스텔,8.51
페트라하우스,129.1260372,35.15713434,펜션/민박/유스호스텔,8.51
게스트하우스어반,129.1259036,35.15700297,펜션/민박/유스호스텔,8.51
레지던스호텔 다온채,129.1264923,35.15770589,호텔/리조트,28.03
옐로우라이트하우스,129.1342605,35.15675734,펜션/민박/유스호스텔,8.51
가든장여관,129.1233272,35.156204,펜션/민박/유스호스텔,8.51
비엔나모텔,129.1291178,35.1576917,펜션/민박/유스호스텔,8.51
호텔런더너,129.128702,35.15765609,호텔/리조트,28.03
거북모텔,129.1247382,35.1566018,펜션/민박/유스호스텔,8.51
더폼호스텔,129.126293,35.15744773,펜션/민박/유스호스텔,8.51
호텔야자,129.124842,35.15683176,호텔/리조트,28.03
더폼하우스,129.126293,35.15744773,펜션/민박/유스호스텔,8.51
호텔메종,129.1255247,35.15700292,호텔/리조트,28.03
궁모텔,129.1275351,35.15786102,펜션/민박/유스호스텔,8.51
정수장여관,129.1258207,35.1575766,펜션/민박/유스호스텔,8.51
스마일하우스,129.1240053,35.15513418,펜션/민박/유스호스텔,8.51
어반하우스펜트,129.1239039,35.15532352,펜션/민박/유스호스텔,8.51
호텔AG405,129.1346184,35.15646734,호텔/리조트,28.03
헤븐리펜트하우스,129.1241568,35.15462933,펜션/민박/유스호스텔,8.51
호텔헤이,129.1242139,35.15453083,호텔/리조트,28.03
Q모텔,129.1242143,35.15484656,펜션/민박/유스호스텔,8.51
게드게스트하우스,129.124115,35.15472203,펜션/민박/유스호스텔,8.51
바다산책펜트하우스,129.1320696,35.15473349,펜션/민박/유스호스텔,8.51
아정모텔,129.1242293,35.15444353,펜션/민박/유스호스텔,8.51
더엠모텔,129.124792,35.15530936,펜션/민박/유스호스텔,8.51
어반하우스,129.1245619,35.15524528,펜션/민박/유스호스텔,8.51
브라운도트호텔,129.11412,35.16859428,호텔/리조트,28.03
귀빈모텔,129.1137715,35.16886138,펜션/민박/유스호스텔,8.51
블루밍모텔,129.1104005,35.1727861,펜션/민박/유스호스텔,8.51
대호모텔,129.1149846,35.16819191,펜션/민박/유스호스텔,8.51
알프스모텔,129.1148244,35.16820902,펜션/민박/유스호스텔,8.51
미진장여관,129.0710696,35.18150577,펜션/민박/유스호스텔,8.51
무진장여인숙,129.0706464,35.18217097,펜션/민박/유스호스텔,8.51
제일여관,129.0727236,35.18856684,펜션/민박/유스호스텔,8.51
브이호텔,129.0794012,35.18581461,호텔/리조트,28.03
MU모텔,129.0795271,35.18569621,펜션/민박/유스호스텔,8.51
더 제니스 호텔,129.079743,35.18524061,호텔/리조트,28.03
우노레지던스,129.0788042,35.18607556,호텔/리조트,28.03
아바모텔,129.0793459,35.18553781,펜션/민박/유스호스텔,8.51
R모텔,129.07922,35.18580678,펜션/민박/유스호스텔,8.51
아마레호텔연산점,129.0786249,35.18640951,호텔/리조트,28.03
시애틀비 호텔,129.0788869,35.18627897,호텔/리조트,28.03
호텔야자 연산1호점,129.0783914,35.18652291,호텔/리조트,28.03
호텔 스미스,129.078785,35.186644,호텔/리조트,28.03
호텔야자 연산1호점,129.0783914,35.18652291,호텔/리조트,28.03
위드모텔,129.0800896,35.18724909,펜션/민박/유스호스텔,8.51
엘루이모텔,129.079653,35.18741013,펜션/민박/유스호스텔,8.51
조이모텔,129.0831759,35.18773513,펜션/민박/유스호스텔,8.51
WABA모텔,129.0829077,35.18802994,펜션/민박/유스호스텔,8.51
WABA모텔,129.0829121,35.18802537,펜션/민박/유스호스텔,8.51
노블모텔,129.0833798,35.18611571,펜션/민박/유스호스텔,8.51
로즈모텔,129.0840616,35.18641709,펜션/민박/유스호스텔,8.51
궁전모텔,129.0839006,35.18629878,펜션/민박/유스호스텔,8.51
OH모텔,129.1066097,35.18632534,펜션/민박/유스호스텔,8.51
더킹호텔,129.1069609,35.18585239,호텔/리조트,28.03
산호장여관,129.0910038,35.19003907,펜션/민박/유스호스텔,8.51
한양장여관,129.0901359,35.19145822,펜션/민박/유스호스텔,8.51
토곡장여관,129.1067032,35.18754981,펜션/민박/유스호스텔,8.51
브라운도트 호텔 연산토곡점,129.106574,35.18564384,호텔/리조트,28.03
호텔로이,129.106534,35.18587762,호텔/리조트,28.03
투헤븐호텔,129.1066296,35.18653226,호텔/리조트,28.03
연산 토곡 그레이191 호텔,129.1065378,35.18516296,호텔/리조트,28.03
호텔 로이,129.1066112,35.18590697,호텔/리조트,28.03
새림장여관,129.1065143,35.18755737,펜션/민박/유스호스텔,8.51
호텔오마이,129.1065658,35.18496721,호텔/리조트,28.03
황토방모텔,129.1065559,35.18534142,펜션/민박/유스호스텔,8.51
발리호텔,129.0841787,35.18739121,호텔/리조트,28.03
샤이어호텔,129.0831931,35.18675928,호텔/리조트,28.03
일루아,129.0836739,35.18653138,호텔/리조트,28.03
프린스모텔,129.0827007,35.1871947,펜션/민박/유스호스텔,8.51
휴모텔,129.0823158,35.18698253,펜션/민박/유스호스텔,8.51
아르반 시티 호텔,129.0833083,35.18697407,호텔/리조트,28.03
발리모텔,129.0842955,35.18747759,펜션/민박/유스호스텔,8.51
초원장여관,129.0849097,35.18735929,펜션/민박/유스호스텔,8.51
퀸스모텔,129.0839292,35.18758562,펜션/민박/유스호스텔,8.51
샤이어모텔,129.083223,35.18675772,펜션/민박/유스호스텔,8.51
토마토모텔,129.0804045,35.18678913,펜션/민박/유스호스텔,8.51
파라다이스모텔,129.0802786,35.18683477,펜션/민박/유스호스텔,8.51
태화장여관,129.0821458,35.18423515,펜션/민박/유스호스텔,8.51
호텔더루아,129.0820014,35.18436118,호텔/리조트,28.03
BNB호텔,129.0830607,35.1851302,호텔/리조트,28.03
웁스모텔,129.0816166,35.18496695,펜션/민박/유스호스텔,8.51
잠자리모텔,129.083132,35.18553589,펜션/민박/유스호스텔,8.51
유아인호텔,129.0830986,35.18539766,호텔/리조트,28.03
17th 호텔,129.0803314,35.18603202,호텔/리조트,28.03
하운드호텔 연산,129.0794033,35.18606603,호텔/리조트,28.03
문화장여관,129.0790197,35.18568659,펜션/민박/유스호스텔,8.51
다이아몬드호텔,129.0793516,35.18772367,호텔/리조트,28.03
와이유모텔,129.0775119,35.18574096,펜션/민박/유스호스텔,8.51
부원장,129.0780412,35.18642857,펜션/민박/유스호스텔,8.51
아이유모텔,129.0813862,35.18376028,펜션/민박/유스호스텔,8.51
아이유모텔,129.0813862,35.18376028,펜션/민박/유스호스텔,8.51
엠버스호텔,129.081643,35.18394103,호텔/리조트,28.03
굿스테이 센트럴 호텔,129.0815451,35.1877504,호텔/리조트,28.03
목화호텔,129.0806004,35.18806053,호텔/리조트,28.03
굿타임모텔,129.0799161,35.18201107,펜션/민박/유스호스텔,8.51
엔젤모텔,129.0827509,35.1875774,펜션/민박/유스호스텔,8.51
다우장모텔,129.0818378,35.18782844,펜션/민박/유스호스텔,8.51
브이모텔,129.0825635,35.18799008,펜션/민박/유스호스텔,8.51
MU플러스모텔,129.0827783,35.18784311,펜션/민박/유스호스텔,8.51
궁락모텔,129.0823481,35.1878133,펜션/민박/유스호스텔,8.51
유신모텔,129.0825846,35.18779614,펜션/민박/유스호스텔,8.51
필모텔,129.0825388,35.18742988,펜션/민박/유스호스텔,8.51
파크모텔,129.0824377,35.18761495,펜션/민박/유스호스텔,8.51
럭스모텔,129.0818846,35.18783811,펜션/민박/유스호스텔,8.51
JAGUESTHOUSE,129.0819823,35.18859408,펜션/민박/유스호스텔,8.51
호텔얌,129.0826178,35.1881073,호텔/리조트,28.03
하운드호텔 연산,129.0793938,35.18609048,호텔/리조트,28.03
동명장모텔,129.0380933,35.08989361,펜션/민박/유스호스텔,8.51
썸모텔,129.0397144,35.09096282,펜션/민박/유스호스텔,8.51
원모텔,129.0396412,35.09078306,펜션/민박/유스호스텔,8.51
이화모텔,129.0395471,35.08978689,펜션/민박/유스호스텔,8.51
이패션모텔,129.0402205,35.08983811,펜션/민박/유스호스텔,8.51
행운모텔,129.0378228,35.09145964,펜션/민박/유스호스텔,8.51
씨사이드모텔,129.0369398,35.09068553,펜션/민박/유스호스텔,8.51
큐브모텔,129.0392963,35.09072127,펜션/민박/유스호스텔,8.51
아이존모텔,129.0382973,35.09000841,펜션/민박/유스호스텔,8.51
나인모텔,129.0383973,35.09030756,펜션/민박/유스호스텔,8.51
이브모텔,129.038094,35.09153509,펜션/민박/유스호스텔,8.51
블루모텔,129.0384046,35.09077676,펜션/민박/유스호스텔,8.51
항구모텔,129.0374537,35.09029086,펜션/민박/유스호스텔,8.51
청호여관,129.037084,35.08852071,펜션/민박/유스호스텔,8.51
청호여관,129.0370796,35.08850846,펜션/민박/유스호스텔,8.51
동아장여관,129.0364065,35.08980512,펜션/민박/유스호스텔,8.51
원모텔,129.0396386,35.09078677,펜션/민박/유스호스텔,8.51
향남모텔,129.037582,35.09195561,펜션/민박/유스호스텔,8.51
아마존모텔,129.0396826,35.0930713,펜션/민박/유스호스텔,8.51
송원모텔,129.0391771,35.09320872,펜션/민박/유스호스텔,8.51
덕수모텔,129.039576,35.09270624,펜션/민박/유스호스텔,8.51
우리모텔,129.0394591,35.09271638,펜션/민박/유스호스텔,8.51
태성파크모텔,129.0390723,35.09145388,펜션/민박/유스호스텔,8.51
첼로모텔,129.0389412,35.09149909,펜션/민박/유스호스텔,8.51
태성파크모텔,129.0390696,35.09144138,펜션/민박/유스호스텔,8.51
노스하버호텔부산,129.0373614,35.09394251,호텔/리조트,28.03
비지비미디호텔,129.0373709,35.09394266,호텔/리조트,28.03
미디호텔부산,129.0373291,35.09401694,호텔/리조트,28.03
한국모텔,129.0376703,35.09258688,펜션/민박/유스호스텔,8.51
비취모텔,129.038664,35.09290157,펜션/민박/유스호스텔,8.51
베이하운드호텔,129.038423,35.09314878,호텔/리조트,28.03
지오모텔,129.0391604,35.09303087,펜션/민박/유스호스텔,8.51
신데렐라모텔,129.0398103,35.09149401,펜션/민박/유스호스텔,8.51
씨네모텔,129.0397708,35.09139641,펜션/민박/유스호스텔,8.51
오투모텔,129.0397146,35.091325,펜션/민박/유스호스텔,8.51
우창모텔,129.0402645,35.09262987,펜션/민박/유스호스텔,8.51
낙원장,129.0422684,35.09163777,펜션/민박/유스호스텔,8.51
O.K모텔,129.041697,35.09207357,펜션/민박/유스호스텔,8.51
낙원장여관,129.0422684,35.0916378,펜션/민박/유스호스텔,8.51
리베모텔,129.0419257,35.09200701,펜션/민박/유스호스텔,8.51
희빈모텔,129.0408841,35.09109853,펜션/민박/유스호스텔,8.51
E모텔,129.0403832,35.09096587,펜션/민박/유스호스텔,8.51
녹원모텔,129.0413,35.09063369,펜션/민박/유스호스텔,8.51
문화모텔,129.0406488,35.09258441,펜션/민박/유스호스텔,8.51
핑크모텔,129.0407919,35.09267564,펜션/민박/유스호스텔,8.51
문화장,129.0406557,35.09260173,펜션/민박/유스호스텔,8.51
강남모텔,129.0407883,35.09214121,펜션/민박/유스호스텔,8.51
신원모텔,129.0409185,35.0924324,펜션/민박/유스호스텔,8.51
드림모텔,129.0420171,35.09210809,펜션/민박/유스호스텔,8.51
테마모텔,129.0423166,35.09214819,펜션/민박/유스호스텔,8.51
산해모텔,129.0705029,35.07960864,펜션/민박/유스호스텔,8.51
모텔G2,129.0808537,35.06594177,펜션/민박/유스호스텔,8.51
함지골청소년수련관,129.0541515,35.07445344,캠핑/카라반/글램핑,7.98
아란치모텔,129.0809154,35.06845251,펜션/민박/유스호스텔,8.51
M모텔,129.081151,35.06889394,펜션/민박/유스호스텔,8.51
하얀성모텔,129.0814533,35.06884933,펜션/민박/유스호스텔,8.51
비치모텔,129.0812588,35.06920404,펜션/민박/유스호스텔,8.51
스쿠버하우스,129.0774269,35.06117284,펜션/민박/유스호스텔,8.51
호텔브릿지,129.0389774,35.09416941,호텔/리조트,28.03
라발스호텔,129.0391321,35.09448004,호텔/리조트,28.03
글랜스호텔,129.0388484,35.09344561,호텔/리조트,28.03
제이모텔,129.0390287,35.09342294,펜션/민박/유스호스텔,8.51
유성장여관,129.0397245,35.09370839,펜션/민박/유스호스텔,8.51
럭셔리모텔,129.0393008,35.09366094,펜션/민박/유스호스텔,8.51
럭셔리모텔,129.0393221,35.0935825,펜션/민박/유스호스텔,8.51
미미장여관,129.0408423,35.09345093,펜션/민박/유스호스텔,8.51
